	F01	F02	F03	F04	F05	F06
GO:0009691	10	8	9	21	18	13
GO:0009693	0	0	0	2	2	0
GO:0009694	2	2	0	0	1	2
GO:0009695	0	2	1	3	3	2
GO:0009696	2	1	0	0	0	0
GO:0009697	2	5	3	6	2	2
GO:0009698	0	2	0	3	4	2
GO:0009699	0	0	0	2	1	0
GO:0009700	0	1	0	1	0	1
GO:0009702	0	0	0	3	1	2
GO:0009703	4	1	1	0	1	0
GO:0009704	5	6	10	16	11	14
GO:0009705	0	4	3	4	10	5
GO:0009706	11	9	7	11	5	7
GO:0009707	1	2	1	0	3	2
GO:0009712	0	0	0	1	0	0
GO:0009718	1	0	0	0	0	0
GO:0009723	4	1	2	7	8	8
GO:0009725	1	1	0	4	0	0
GO:0009733	0	0	2	2	0	5
GO:0009734	1	4	6	9	8	8
GO:0009735	1	0	1	1	3	0
GO:0009736	3	7	4	4	11	4
GO:0009737	2	3	3	6	4	8
GO:0009738	0	0	0	1	0	1
GO:0009739	1	0	0	1	1	0
GO:0009740	3	1	2	1	1	1
GO:0009741	0	0	0	1	1	2
GO:0009743	1	0	0	0	0	0
GO:0009744	1	1	2	1	0	0
GO:0009749	1	3	3	4	2	3
GO:0009750	1	1	1	1	0	0
GO:0009751	0	0	0	2	0	2
GO:0009753	0	1	1	3	0	3
GO:0009758	3	4	3	5	7	15
GO:0009767	3	2	2	2	1	0
GO:0009784	0	1	0	0	0	0
GO:0009785	0	0	0	1	0	1
GO:0009787	0	0	0	0	1	0
GO:0009788	0	0	1	1	0	0
GO:0009789	0	1	1	0	0	0
GO:0009791	2	4	3	6	8	5
GO:0009792	0	0	0	1	4	3
GO:0009793	8	9	9	19	18	13
GO:0009800	0	0	0	2	1	0
GO:0009803	0	0	0	1	0	0
GO:0009805	1	0	0	1	0	0
GO:0009807	0	0	1	0	0	0
GO:0009808	0	0	0	1	0	0
GO:0009809	1	0	0	0	1	0
GO:0009812	1	1	0	2	0	0
GO:0009813	11	11	7	11	8	12
GO:0009820	3	3	1	6	8	7
GO:0009821	0	0	0	1	0	0
GO:0009822	3	0	0	0	0	0
GO:0009823	0	0	0	1	0	0
GO:0009824	0	0	0	0	0	1
GO:0009826	7	6	1	2	2	2
GO:0009832	0	0	0	0	0	1
GO:0009834	0	0	0	2	0	0
GO:0009835	0	0	0	1	0	0
GO:0009842	4	5	3	8	12	10
GO:0009845	5	6	11	18	12	17
GO:0009846	1	0	0	4	1	1
GO:0009847	12	10	10	13	7	8
GO:0009850	0	2	0	4	5	4
GO:0009851	6	5	2	3	2	0
GO:0009853	11	18	12	22	14	17
GO:0009854	4	7	6	8	5	4
GO:0009860	8	6	0	4	3	2
GO:0009861	0	0	0	0	1	0
GO:0009863	0	0	0	0	1	2
GO:0009864	0	1	0	0	1	4
GO:0009865	0	0	0	1	0	1
GO:0009867	0	0	0	0	2	1
GO:0009873	0	2	1	0	3	3
GO:0009875	0	0	0	1	0	0
GO:0009880	0	0	0	1	0	0
GO:0009881	5	8	14	22	22	27
GO:0009883	5	8	3	9	5	11
GO:0009887	0	0	0	2	0	0
GO:0009888	0	1	0	0	0	0
GO:0009893	0	0	0	0	0	1
GO:0009896	9	6	2	4	1	1
GO:0009897	5	4	0	5	3	3
GO:0009898	31	41	24	85	95	139
GO:0009901	2	3	1	3	3	5
GO:0009908	0	3	1	6	4	3
GO:0009909	0	0	1	0	0	0
GO:0009910	0	0	1	0	0	2
GO:0009911	0	0	0	1	0	1
GO:0009915	0	0	1	0	0	0
GO:0009916	1	2	1	1	0	0
GO:0009923	0	0	0	0	0	1
GO:0009924	1	0	0	0	0	0
GO:0009925	2	3	0	2	3	3
GO:0009926	2	0	0	0	2	0
GO:0009927	12	14	11	39	33	44
GO:0009931	0	0	0	2	1	0
GO:0009938	1	0	1	0	1	0
GO:0009941	30	33	30	40	52	52
GO:0009942	0	0	0	0	0	2
GO:0009943	0	1	0	0	0	1
GO:0009944	0	0	1	0	0	0
GO:0009948	0	0	0	0	1	0
GO:0009952	0	0	0	2	1	0
GO:0009953	0	1	0	1	2	0
GO:0009957	0	0	0	1	0	2
GO:0009959	4	1	2	4	4	4
GO:0009960	1	1	0	0	0	0
GO:0009965	0	0	0	1	0	1
GO:0009966	0	0	2	1	1	0
GO:0009968	0	0	0	0	1	0
GO:0009970	4	1	0	3	2	2
GO:0009972	0	4	3	4	4	7
GO:0009973	0	4	3	8	4	8
GO:0009975	2	2	1	8	8	7
GO:0009976	0	0	1	0	0	0
GO:0009977	0	0	3	0	6	1
GO:0009979	8	3	0	1	0	0
GO:0009982	14	21	17	30	34	38
GO:0009986	22	33	20	62	60	84
GO:0009991	0	0	0	0	1	1
GO:0009992	2	2	3	5	5	5
GO:0010001	0	0	0	0	1	1
GO:0010007	0	0	0	0	0	1
GO:0010008	3	3	3	10	8	9
GO:0010013	2	0	0	0	2	0
GO:0010020	0	0	0	0	1	0
GO:0010021	0	0	0	0	0	1
GO:0010027	5	3	4	6	7	7
GO:0010029	1	0	0	0	1	0
GO:0010030	2	0	0	1	1	0
GO:0010031	0	0	0	1	0	0
GO:0010033	7	7	4	5	6	7
GO:0010035	3	5	2	2	2	2
GO:0010037	0	0	2	1	1	0
GO:0010038	7	12	10	22	21	24
GO:0010039	1	0	1	2	0	0
GO:0010041	1	2	0	0	1	0
GO:0010042	0	1	0	0	0	0
GO:0010043	7	11	5	13	13	12
GO:0010044	2	6	3	1	1	2
GO:0010045	0	1	0	4	10	16
GO:0010046	0	0	0	0	0	3
GO:0010051	1	0	0	1	0	0
GO:0010069	0	0	0	0	0	1
GO:0010073	0	1	1	2	0	0
GO:0010074	0	0	0	2	2	0
GO:0010075	0	1	0	2	0	0
GO:0010080	0	1	0	3	2	0
GO:0010081	0	1	0	3	2	0
GO:0010082	0	1	0	4	5	0
GO:0010105	0	0	1	0	0	0
GO:0010106	1	1	1	3	1	2
GO:0010109	4	4	1	3	1	3
GO:0010111	0	1	1	0	0	0
GO:0010112	0	0	0	0	0	2
GO:0010114	2	0	0	0	0	0
GO:0010118	0	0	1	0	1	1
GO:0010119	0	1	1	1	4	2
GO:0010121	1	0	0	0	0	0
GO:0010124	41	61	54	59	65	68
GO:0010125	13	30	18	50	58	91
GO:0010126	0	2	0	0	0	0
GO:0010127	0	2	0	0	0	0
GO:0010128	1	0	0	0	0	0
GO:0010130	0	1	1	4	1	0
GO:0010133	16	18	12	29	15	15
GO:0010134	2	2	0	4	4	1
GO:0010142	5	0	3	4	6	11
GO:0010150	2	0	0	1	1	0
GO:0010154	0	0	0	1	1	1
GO:0010165	11	10	10	8	4	0
GO:0010167	0	1	0	0	0	0
GO:0010172	0	0	0	1	0	0
GO:0010179	0	2	0	4	5	4
GO:0010181	118	143	114	273	364	400
GO:0010183	7	4	0	0	0	1
GO:0010187	0	1	0	0	1	0
GO:0010189	1	4	2	7	5	7
GO:0010190	0	0	1	2	1	4
GO:0010192	1	1	1	2	1	4
GO:0010193	0	2	0	1	1	3
GO:0010196	1	2	0	0	1	1
GO:0010205	3	4	1	1	0	0
GO:0010206	4	1	4	6	9	12
GO:0010207	5	1	2	4	4	4
GO:0010212	3	6	7	7	9	18
GO:0010214	2	0	0	1	1	0
GO:0010216	0	0	1	0	0	1
GO:0010217	0	1	1	0	0	0
GO:0010218	5	6	10	16	11	14
GO:0010222	7	4	4	4	6	6
GO:0010224	0	0	0	1	1	2
GO:0010225	1	1	0	1	0	0
GO:0010226	0	1	0	1	2	2
GO:0010228	0	1	2	0	0	0
GO:0010230	1	1	1	1	0	0
GO:0010236	0	0	0	0	0	1
GO:0010238	1	1	0	1	1	0
GO:0010243	0	2	1	2	2	1
GO:0010247	1	0	0	4	0	1
GO:0010252	1	1	0	1	2	1
GO:0010253	0	1	1	1	0	0
GO:0010256	0	0	0	0	1	4
GO:0010259	2	1	0	2	0	0
GO:0010264	0	0	0	1	2	2
GO:0010269	1	1	0	1	3	1
GO:0010270	0	0	0	1	1	2
GO:0010272	0	1	3	2	3	4
GO:0010273	1	2	2	2	4	4
GO:0010276	0	1	1	4	3	5
GO:0010277	4	0	0	1	0	0
GO:0010279	1	1	0	0	1	1
GO:0010280	0	1	1	1	0	0
GO:0010285	5	6	8	15	22	22
GO:0010286	0	1	1	1	2	1
GO:0010287	5	2	4	0	5	5
GO:0010288	1	7	1	5	3	2
GO:0010291	0	1	1	1	1	1
GO:0010296	1	1	0	0	1	0
GO:0010297	1	0	2	0	2	2
GO:0010304	2	0	0	0	1	1
GO:0010305	0	1	0	3	2	0
GO:0010308	2	0	0	0	0	0
GO:0010309	2	0	0	0	0	0
GO:0010310	0	0	0	0	1	0
GO:0010312	0	0	0	1	0	0
GO:0010315	0	1	1	1	0	0
GO:0010319	1	0	3	2	5	5
GO:0010326	2	2	1	5	3	0
GO:0010332	4	3	2	2	0	0
GO:0010340	9	5	4	7	8	5
GO:0010345	0	1	1	1	0	0
GO:0010347	3	5	1	2	1	1
GO:0010348	0	0	0	1	0	0
GO:0010349	2	0	1	13	12	15
GO:0010352	0	0	1	1	1	0
GO:0010359	0	0	0	1	1	1
GO:0010360	0	0	0	1	1	1
GO:0010363	0	0	0	0	1	0
GO:0010366	0	0	0	1	1	0
GO:0010368	0	0	0	0	0	1
GO:0010378	0	1	0	0	0	0
GO:0010380	1	1	0	2	2	1
GO:0010389	0	0	0	0	0	1
GO:0010393	0	0	1	0	0	0
GO:0010411	1	1	0	1	0	0
GO:0010420	0	1	0	0	0	0
GO:0010421	0	0	0	1	0	0
GO:0010424	0	0	1	0	0	1
GO:0010430	3	1	0	1	0	0
GO:0010431	0	0	0	0	0	1
GO:0010438	7	2	0	3	2	4
GO:0010446	1	0	2	3	1	0
GO:0010447	2	7	4	10	7	5
GO:0010460	1	2	0	1	2	1
GO:0010466	0	0	0	0	2	1
GO:0010467	1	2	0	1	2	1
GO:0010468	17	19	12	24	29	35
GO:0010484	0	0	0	1	0	0
GO:0010485	0	0	0	0	0	1
GO:0010487	1	1	0	2	0	3
GO:0010492	0	1	0	1	2	1
GO:0010494	0	0	3	8	5	3
GO:0010497	0	1	2	2	2	2
GO:0010498	25	36	18	24	19	31
GO:0010499	5	0	0	3	1	2
GO:0010501	1	2	3	8	7	6
GO:0010506	0	0	1	2	1	0
GO:0010507	2	2	1	1	0	0
GO:0010508	0	0	1	0	0	0
GO:0010510	0	1	0	0	1	0
GO:0010525	0	0	0	1	1	0
GO:0010569	0	0	0	1	3	4
GO:0010574	1	0	0	1	0	0
GO:0010581	0	1	0	0	0	0
GO:0010584	0	1	0	0	1	0
GO:0010592	0	0	0	0	0	1
GO:0010595	0	0	0	3	1	1
GO:0010597	0	1	0	1	0	0
GO:0010603	1	0	0	2	2	1
GO:0010606	0	0	0	1	0	0
GO:0010607	0	0	0	1	0	0
GO:0010608	1	0	3	2	5	4
GO:0010613	0	0	1	1	0	0
GO:0010628	16	12	22	25	19	25
GO:0010629	4	3	5	7	7	2
GO:0010633	0	0	0	0	0	1
GO:0010634	1	1	1	1	1	1
GO:0010636	0	0	0	1	0	0
GO:0010637	0	2	1	5	1	1
GO:0010644	0	0	0	0	0	1
GO:0010677	2	1	1	1	0	0
GO:0010694	0	0	0	3	1	0
GO:0010718	0	0	0	0	2	1
GO:0010719	0	0	0	0	0	1
GO:0010727	0	0	0	0	1	0
GO:0010731	1	1	0	0	0	0
GO:0010737	0	0	0	3	1	0
GO:0010738	5	5	3	12	11	6
GO:0010749	1	1	1	1	0	0
GO:0010752	1	1	1	1	0	0
GO:0010754	3	2	4	6	2	3
GO:0010757	0	0	0	0	0	1
GO:0010795	5	4	5	2	2	0
GO:0010811	2	1	1	2	2	2
GO:0010813	0	0	0	1	0	0
GO:0010814	0	0	0	1	0	0
GO:0010815	1	1	0	1	1	0
GO:0010816	0	0	0	1	0	0
GO:0010821	9	5	7	19	16	18
GO:0010826	0	0	0	0	0	1
GO:0010842	4	6	4	4	5	3
GO:0010849	1	0	0	0	0	0
GO:0010867	0	0	0	3	1	0
GO:0010875	0	1	2	3	0	1
GO:0010876	0	0	0	1	0	0
GO:0010880	1	2	0	0	0	0
GO:0010881	1	1	0	0	0	0
GO:0010883	1	0	0	0	0	0
GO:0010893	1	0	0	1	1	4
GO:0010897	0	0	0	3	1	0
GO:0010906	0	2	0	0	0	0
GO:0010907	0	0	0	3	1	0
GO:0010913	1	1	1	1	4	4
GO:0010914	1	1	1	1	4	4
GO:0010918	0	0	0	1	0	0
GO:0010920	0	0	0	0	1	0
GO:0010939	1	0	0	0	0	0
GO:0010942	0	0	0	0	1	1
GO:0010945	0	1	0	1	0	0
GO:0010950	0	0	0	0	2	1
GO:0010951	0	1	1	2	12	18
GO:0010955	0	0	0	1	1	0
GO:0010960	0	0	0	0	0	1
GO:0010967	21	40	32	86	52	38
GO:0010974	1	0	0	1	1	2
GO:0010975	0	0	0	1	0	1
GO:0010977	0	0	0	0	0	1
GO:0010983	0	0	0	3	1	0
GO:0010992	1	1	0	0	0	0
GO:0010994	0	0	0	0	1	0
GO:0010996	0	0	0	1	0	3
GO:0010997	0	0	0	1	0	0
GO:0012501	0	0	0	0	2	2
GO:0012505	0	0	0	9	2	9
GO:0012506	1	2	2	1	1	3
GO:0012510	0	0	0	0	1	0
GO:0014003	0	0	0	1	0	0
GO:0014016	0	0	1	0	0	0
GO:0014029	0	0	0	1	0	0
GO:0014033	0	0	0	1	0	0
GO:0014045	0	0	0	0	0	1
GO:0014050	0	0	0	0	1	0
GO:0014063	1	1	0	0	0	0
GO:0014067	0	1	0	0	1	0
GO:0014069	2	2	5	3	7	8
GO:0014070	5	2	1	4	2	3
GO:0014074	0	1	0	0	0	0
GO:0014075	0	0	0	0	0	1
GO:0014810	1	1	0	0	0	0
GO:0014823	1	1	1	2	0	1
GO:0014850	0	3	2	4	2	1
GO:0014876	0	1	1	0	0	0
GO:0014889	0	0	0	2	5	3
GO:0014910	0	0	0	0	1	0
GO:0014912	0	0	0	0	1	0
GO:0015012	1	3	1	4	2	8
GO:0015014	1	0	0	1	0	0
GO:0015016	1	0	0	1	0	0
GO:0015019	0	0	0	2	4	1
GO:0015020	1	0	0	0	0	1
GO:0015021	1	0	1	0	3	1
GO:0015026	0	1	0	1	0	0
GO:0015030	1	1	0	0	0	0
GO:0015031	257	251	190	469	488	693
GO:0015035	32	39	36	68	89	109
GO:0015036	48	43	35	55	32	36
GO:0015038	1	0	0	0	0	0
GO:0015039	2	1	0	0	0	0
GO:0015044	1	1	1	2	1	0
GO:0015046	1	0	0	0	0	0
GO:0015067	0	0	0	4	5	5
GO:0015068	0	0	1	9	9	6
GO:0015069	0	0	0	0	2	0
GO:0015074	73	149	129	266	208	237
GO:0015075	1	0	2	2	4	7
GO:0015078	0	0	0	5	15	18
GO:0015079	13	20	13	31	36	43
GO:0015080	0	1	2	2	3	3
GO:0015081	24	24	19	27	24	25
GO:0015083	0	1	1	0	0	0
GO:0015085	0	2	2	5	3	2
GO:0015086	1	4	3	9	16	24
GO:0015087	0	1	2	4	12	12
GO:0015091	1	0	2	0	0	0
GO:0015093	6	8	6	35	54	69
GO:0015095	4	9	16	24	29	34
GO:0015097	5	11	6	4	2	3
GO:0015098	2	7	7	15	14	13
GO:0015099	0	1	0	0	0	2
GO:0015101	1	2	0	1	0	2
GO:0015103	8	6	4	8	4	7
GO:0015104	1	1	4	11	18	22
GO:0015105	4	3	6	21	30	37
GO:0015106	0	1	0	0	0	0
GO:0015108	3	4	0	8	6	8
GO:0015109	2	3	1	4	4	5
GO:0015111	0	0	0	1	0	0
GO:0015112	5	5	5	6	1	5
GO:0015113	3	3	3	3	1	5
GO:0015114	1	0	0	1	0	1
GO:0015116	2	3	0	2	0	0
GO:0015123	1	2	2	0	1	2
GO:0015125	1	1	0	3	1	2
GO:0015126	0	0	0	0	1	0
GO:0015128	2	1	1	3	2	2
GO:0015129	1	3	1	5	6	5
GO:0015131	1	0	0	0	0	0
GO:0015137	1	0	0	0	1	0
GO:0015138	0	1	1	1	4	0
GO:0015139	0	0	0	1	0	0
GO:0015140	1	0	0	1	0	0
GO:0015141	1	1	1	1	5	0
GO:0015144	0	0	3	5	8	11
GO:0015146	1	1	1	2	2	2
GO:0015147	0	0	0	0	0	2
GO:0015148	0	0	0	1	0	0
GO:0015150	1	1	1	2	2	2
GO:0015151	2	2	2	2	2	2
GO:0015152	0	0	0	0	0	1
GO:0015153	0	0	0	5	3	1
GO:0015159	2	5	8	8	11	9
GO:0015168	0	0	0	1	0	0
GO:0015169	0	1	1	5	8	3
GO:0015171	14	12	10	20	20	23
GO:0015174	0	0	1	0	0	0
GO:0015175	1	2	1	1	3	3
GO:0015179	2	7	6	12	11	4
GO:0015180	1	2	0	1	0	2
GO:0015181	2	1	0	3	4	4
GO:0015183	1	4	1	6	10	5
GO:0015184	1	3	3	1	4	1
GO:0015185	0	0	0	0	1	0
GO:0015187	1	2	0	1	0	2
GO:0015188	55	60	29	117	144	190
GO:0015190	40	49	26	90	117	146
GO:0015192	49	57	29	107	129	165
GO:0015193	6	5	4	7	8	5
GO:0015199	1	0	1	0	1	0
GO:0015200	0	2	1	0	1	0
GO:0015203	2	0	1	3	0	1
GO:0015204	0	0	1	1	0	0
GO:0015205	1	0	3	3	1	0
GO:0015207	0	1	0	0	0	0
GO:0015209	1	3	1	0	2	0
GO:0015210	0	0	0	1	0	0
GO:0015212	0	0	1	4	3	3
GO:0015213	0	0	1	5	3	5
GO:0015214	0	0	0	1	0	1
GO:0015220	2	1	3	4	1	0
GO:0015225	2	2	2	10	8	13
GO:0015226	5	5	0	1	6	13
GO:0015229	0	0	0	2	3	0
GO:0015232	27	35	30	48	49	38
GO:0015233	8	4	2	3	7	6
GO:0015234	0	0	0	2	3	4
GO:0015245	1	1	0	1	0	0
GO:0015250	4	2	5	5	3	2
GO:0015265	0	0	1	0	0	0
GO:0015267	5	6	3	3	3	2
GO:0015276	9	5	5	13	12	11
GO:0015288	24	33	34	35	35	30
GO:0015291	0	0	1	0	1	0
GO:0015293	67	77	71	116	92	87
GO:0015294	0	0	2	1	1	1
GO:0015295	1	3	2	5	2	4
GO:0015297	82	88	88	120	125	157
GO:0015299	22	18	18	28	20	24
GO:0015301	1	1	2	3	2	2
GO:0015327	1	0	1	0	0	0
GO:0015333	0	0	1	2	1	1
GO:0015334	0	0	0	0	0	1
GO:0015341	0	1	0	4	11	18
GO:0015343	2	3	8	6	2	2
GO:0015344	7	8	14	4	0	0
GO:0015349	1	2	0	1	0	2
GO:0015362	0	0	0	0	1	0
GO:0015369	0	2	2	4	2	2
GO:0015379	13	17	7	19	25	19
GO:0015385	16	12	9	14	20	14
GO:0015386	16	7	7	17	10	5
GO:0015389	0	0	0	1	0	2
GO:0015390	0	0	0	1	0	2
GO:0015408	13	13	12	12	9	8
GO:0015410	0	0	0	3	3	1
GO:0015412	2	7	2	2	4	1
GO:0015414	0	0	0	1	0	0
GO:0015415	4	5	5	10	9	15
GO:0015416	33	21	8	19	9	9
GO:0015417	5	3	2	2	2	3
GO:0015418	3	3	2	2	3	5
GO:0015419	4	4	1	4	3	3
GO:0015420	22	17	18	20	24	31
GO:0015423	5	5	5	12	21	28
GO:0015424	12	11	5	19	11	27
GO:0015430	8	7	2	7	5	4
GO:0015432	0	0	0	0	1	0
GO:0015437	0	2	0	0	0	0
GO:0015439	11	12	10	15	11	6
GO:0015441	0	1	0	0	0	0
GO:0015445	0	0	0	1	1	0
GO:0015446	2	5	3	8	12	25
GO:0015450	30	33	24	53	66	87
GO:0015451	5	5	10	14	21	33
GO:0015453	4	6	6	11	2	1
GO:0015459	0	0	0	0	2	1
GO:0015462	3	0	0	0	6	2
GO:0015483	0	1	3	2	0	1
GO:0015485	1	0	0	2	1	5
GO:0015487	0	0	0	0	0	3
GO:0015499	3	6	3	1	1	1
GO:0015501	7	7	2	4	4	2
GO:0015503	8	5	3	4	2	2
GO:0015505	0	0	0	1	2	0
GO:0015506	0	0	0	1	0	1
GO:0015514	2	2	2	3	0	0
GO:0015528	3	2	1	3	1	2
GO:0015530	0	0	1	1	1	1
GO:0015535	1	3	1	2	1	0
GO:0015552	0	0	0	0	1	0
GO:0015553	0	0	0	1	0	0
GO:0015556	7	9	3	6	12	11
GO:0015558	0	0	1	0	1	0
GO:0015562	71	85	88	164	141	118
GO:0015577	0	0	0	0	1	0
GO:0015592	0	0	0	0	0	5
GO:0015594	35	26	8	20	34	35
GO:0015599	1	1	0	0	1	1
GO:0015611	4	2	6	8	35	34
GO:0015612	1	1	1	3	24	32
GO:0015614	1	0	0	1	3	2
GO:0015616	10	12	9	16	9	18
GO:0015620	0	0	0	2	4	1
GO:0015625	3	3	2	4	3	5
GO:0015627	65	86	55	81	53	60
GO:0015628	66	90	60	83	57	63
GO:0015629	0	0	0	1	1	3
GO:0015630	4	4	5	3	2	3
GO:0015631	0	0	1	1	1	0
GO:0015633	3	6	2	3	1	1
GO:0015643	1	2	3	6	5	6
GO:0015645	7	3	4	3	0	3
GO:0015648	12	14	11	36	38	26
GO:0015655	5	5	7	12	8	11
GO:0015658	65	74	35	151	198	237
GO:0015666	0	0	0	1	0	1
GO:0015667	0	9	8	30	20	13
GO:0015668	0	0	0	1	0	0
GO:0015670	1	0	0	1	1	0
GO:0015671	1	0	0	0	0	0
GO:0015673	0	1	2	2	3	3
GO:0015675	1	2	1	2	11	17
GO:0015677	9	6	5	6	3	2
GO:0015679	0	1	2	2	3	4
GO:0015685	0	0	0	2	4	1
GO:0015689	6	10	8	26	38	53
GO:0015693	1	1	9	10	12	12
GO:0015696	0	1	0	1	2	2
GO:0015698	0	0	1	0	0	0
GO:0015699	1	1	4	11	18	22
GO:0015700	1	1	4	11	18	22
GO:0015705	0	0	0	1	0	0
GO:0015706	2	2	2	3	0	0
GO:0015707	2	2	2	3	0	0
GO:0015716	0	1	0	3	0	1
GO:0015718	1	2	1	0	2	3
GO:0015720	0	0	0	1	0	0
GO:0015721	2	2	0	3	2	5
GO:0015722	0	0	0	0	1	0
GO:0015724	2	2	1	0	0	0
GO:0015727	4	3	1	5	15	28
GO:0015729	1	0	0	0	0	0
GO:0015730	0	0	0	0	1	0
GO:0015733	0	0	1	1	1	1
GO:0015734	3	1	0	3	1	1
GO:0015740	30	30	9	42	60	85
GO:0015741	0	1	1	1	4	0
GO:0015742	0	0	0	1	0	0
GO:0015743	0	0	0	1	0	0
GO:0015744	0	0	0	0	1	0
GO:0015746	1	0	0	0	1	0
GO:0015750	1	1	1	2	2	2
GO:0015751	0	0	0	0	0	2
GO:0015752	0	0	0	1	2	1
GO:0015753	1	0	0	1	0	0
GO:0015756	1	1	1	2	2	2
GO:0015757	1	1	1	2	3	4
GO:0015760	0	0	0	0	1	1
GO:0015761	0	0	1	1	2	1
GO:0015765	0	0	0	0	0	5
GO:0015768	0	0	0	1	3	6
GO:0015769	0	0	0	0	0	3
GO:0015772	6	10	8	8	3	4
GO:0015774	1	4	3	15	18	31
GO:0015786	1	2	2	1	1	0
GO:0015794	1	3	5	3	4	4
GO:0015798	1	1	2	3	3	2
GO:0015803	45	56	32	105	139	170
GO:0015804	1	2	1	2	3	3
GO:0015807	30	29	14	69	74	93
GO:0015808	63	71	40	155	190	222
GO:0015809	1	0	0	2	1	2
GO:0015811	1	3	3	1	4	1
GO:0015813	9	8	4	4	4	1
GO:0015814	0	0	1	0	1	0
GO:0015816	1	2	0	0	0	2
GO:0015818	4	5	6	10	13	20
GO:0015820	7	9	8	11	14	23
GO:0015822	0	1	1	1	0	1
GO:0015823	40	39	19	81	84	115
GO:0015824	11	8	6	27	19	14
GO:0015826	1	1	0	0	0	0
GO:0015827	1	2	0	3	1	2
GO:0015829	5	7	6	11	13	22
GO:0015833	65	55	42	101	129	202
GO:0015835	0	0	1	0	0	2
GO:0015836	6	7	4	12	11	9
GO:0015839	2	0	0	2	0	0
GO:0015840	0	0	0	2	0	0
GO:0015842	1	0	0	0	1	0
GO:0015844	1	0	0	0	1	0
GO:0015846	10	13	5	15	7	9
GO:0015847	26	24	11	10	8	14
GO:0015848	0	1	1	3	2	3
GO:0015849	15	19	9	9	14	22
GO:0015851	1	0	3	3	1	0
GO:0015853	2	6	2	4	5	4
GO:0015854	2	5	2	4	5	4
GO:0015857	0	0	0	1	0	0
GO:0015858	0	0	0	1	0	0
GO:0015860	0	0	0	2	0	3
GO:0015862	0	0	0	2	0	3
GO:0015864	0	0	0	2	0	3
GO:0015871	2	3	2	3	3	7
GO:0015872	1	0	0	0	0	0
GO:0015878	0	0	0	0	0	1
GO:0015879	3	2	0	0	4	6
GO:0015881	0	1	1	0	1	3
GO:0015882	0	0	0	2	3	0
GO:0015886	15	15	12	16	19	15
GO:0015887	8	4	2	3	7	6
GO:0015888	1	2	3	2	4	5
GO:0015889	9	13	8	10	8	8
GO:0015891	0	0	1	0	0	0
GO:0015908	1	2	0	5	4	4
GO:0015912	3	1	0	4	0	0
GO:0015913	0	0	0	0	1	0
GO:0015914	10	6	6	4	2	7
GO:0015920	15	8	9	5	6	8
GO:0015926	1	0	0	1	1	0
GO:0015927	0	2	0	4	5	2
GO:0015928	0	0	1	0	1	4
GO:0015929	0	0	0	0	1	0
GO:0015930	19	10	18	11	9	5
GO:0015931	0	0	0	0	1	1
GO:0015934	80	107	87	190	211	311
GO:0015935	68	80	65	152	187	274
GO:0015936	4	4	5	10	12	14
GO:0015937	58	67	44	118	145	161
GO:0015938	1	2	0	3	1	1
GO:0015940	51	47	34	69	84	95
GO:0015941	13	18	8	28	28	36
GO:0015942	9	11	11	31	50	53
GO:0015944	0	0	2	8	9	15
GO:0015945	11	5	7	19	20	28
GO:0015947	1	1	1	2	1	1
GO:0015948	28	42	99	397	592	740
GO:0015949	8	6	6	9	19	23
GO:0015967	1	1	0	0	0	0
GO:0015968	1	0	0	0	1	2
GO:0015969	6	4	2	2	1	1
GO:0015970	15	14	16	21	17	24
GO:0015971	0	2	0	1	1	1
GO:0015974	0	0	2	2	1	0
GO:0015976	9	5	4	13	9	4
GO:0015977	14	26	21	67	112	149
GO:0015979	19	27	38	60	47	34
GO:0015986	0	2	1	5	18	33
GO:0015990	23	22	26	27	11	10
GO:0015994	0	0	1	0	0	0
GO:0015995	11	5	5	22	14	13
GO:0015996	5	0	1	1	2	1
GO:0016002	0	0	1	1	2	0
GO:0016006	0	0	0	0	0	1
GO:0016018	1	0	0	1	2	0
GO:0016019	0	1	0	1	1	0
GO:0016020	222	270	196	462	437	479
GO:0016021	3074	3454	2910	5803	5674	6551
GO:0016024	30	43	38	52	53	56
GO:0016032	3	8	10	6	9	7
GO:0016034	4	5	2	2	0	0
GO:0016036	4	1	3	5	9	13
GO:0016040	1	2	3	1	2	0
GO:0016041	6	5	5	7	3	2
GO:0016042	49	44	32	72	57	71
GO:0016045	0	1	0	1	1	0
GO:0016046	0	0	0	0	0	2
GO:0016050	0	0	0	0	2	0
GO:0016051	2	4	7	15	17	22
GO:0016052	15	21	14	34	39	51
GO:0016055	1	3	2	2	1	0
GO:0016075	23	24	18	42	46	76
GO:0016079	0	0	0	0	0	1
GO:0016094	13	11	5	15	10	13
GO:0016098	1	1	2	0	0	0
GO:0016104	1	0	0	0	0	0
GO:0016114	49	71	54	130	116	181
GO:0016117	10	13	16	28	26	43
GO:0016120	1	0	1	1	0	2
GO:0016122	0	0	1	0	0	0
GO:0016123	0	1	1	1	1	1
GO:0016125	2	1	0	1	1	1
GO:0016126	6	5	4	15	8	15
GO:0016131	1	0	0	0	0	0
GO:0016132	0	0	0	1	2	2
GO:0016139	2	3	3	5	10	18
GO:0016149	19	30	29	50	66	81
GO:0016150	0	1	0	1	0	0
GO:0016151	22	34	26	100	161	233
GO:0016152	9	13	8	15	7	10
GO:0016153	5	9	6	16	11	18
GO:0016154	1	4	4	8	7	11
